"d_phi_p [deg]","fc [GHz]","Time [us]","re(SP(i1)) [mV]","re(SP(i2)) [mV]","re(SP(i3)) [mV]","re(SP(i4)) [mV]","re(SP(q1)) [mV]","re(SP(q2)) [mV]","re(SP(q3)) [mV]","re(SP(q4)) [mV]"
10,2.44,24,64.9216039156631,69.0178014982535,68.8226746384629,64.8862627164472,-50.9871983790726,-32.4377040954313,-30.5612668748015,-48.9467168617328
10,2.44,32,64.9254388598399,69.0227415116286,68.8275270072617,64.8901019647462,-50.9868564479699,-32.4361282994564,-30.5598412396591,-48.94641713621
10,2.44,40,64.9347505378621,69.0347337438464,68.839306160789,64.8994242670424,-50.9860372216207,-32.4323136166121,-30.5563894316274,-48.945699646414
10,2.44,48,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
10,2.44,56,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
10,2.44,64,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
10,2.44,72,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
10,2.44,80,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
10,2.44,88,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
10,2.44,96,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
10,2.44,104,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
10,2.44,112,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
10,2.44,120,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
10,2.44,128,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
10,2.44,136,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
11,2.44,0,64.9123989222213,69.00594138456,68.8110246329451,64.8770475622345,-50.9880299379059,-32.4414977923169,-30.5646984390286,-48.9474463845212
11,2.44,8,64.9162025919045,69.0108426481352,68.815839121451,64.880855401342,-50.9876844690226,-32.4399282287503,-30.56327880687,-48.9471432038568
11,2.44,16,64.9189000151395,69.014318060439,68.8192529572438,64.8835558063016,-50.9874410576995,-32.4388168074994,-30.5622734624853,-48.9469296750039
11,2.44,24,64.9216039156631,69.0178014982535,68.8226746384629,64.8862627164472,-50.9871983790726,-32.4377040954313,-30.5612668748015,-48.9467168617328
11,2.44,32,64.9254388598399,69.0227415116286,68.8275270072617,64.8901019647462,-50.9868564479699,-32.4361282994564,-30.5598412396591,-48.94641713621
11,2.44,40,64.9347505378621,69.0347337438464,68.839306160789,64.8994242670424,-50.9860372216207,-32.4323136166121,-30.5563894316274,-48.945699646414
11,2.44,48,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
11,2.44,56,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
11,2.44,64,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
11,2.44,72,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
11,2.44,80,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
11,2.44,88,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
11,2.44,96,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
11,2.44,104,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
11,2.44,112,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
11,2.44,120,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
11,2.44,128,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
11,2.44,136,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
12,2.44,0,64.9123989222213,69.00594138456,68.8110246329451,64.8770475622345,-50.9880299379059,-32.4414977923169,-30.5646984390286,-48.9474463845212
12,2.44,8,64.9162025919045,69.0108426481352,68.815839121451,64.880855401342,-50.9876844690226,-32.4399282287503,-30.56327880687,-48.9471432038568
12,2.44,16,64.9189000151395,69.014318060439,68.8192529572438,64.8835558063016,-50.9874410576995,-32.4388168074994,-30.5622734624853,-48.9469296750039
12,2.44,24,64.9216039156631,69.0178014982535,68.8226746384629,64.8862627164472,-50.9871983790726,-32.4377040954313,-30.5612668748015,-48.9467168617328
12,2.44,32,64.9254388598399,69.0227415116286,68.8275270072617,64.8901019647462,-50.9868564479699,-32.4361282994564,-30.5598412396591,-48.94641713621
12,2.44,40,64.9347505378621,69.0347337438464,68.839306160789,64.8994242670424,-50.9860372216207,-32.4323136166121,-30.5563894316274,-48.945699646414
12,2.44,48,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
12,2.44,56,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
12,2.44,64,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
12,2.44,72,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
12,2.44,80,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
12,2.44,88,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
12,2.44,96,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
12,2.44,104,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
12,2.44,112,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
12,2.44,120,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
12,2.44,128,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
12,2.44,136,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
13,2.44,0,64.9123989222213,69.00594138456,68.8110246329451,64.8770475622345,-50.9880299379059,-32.4414977923169,-30.5646984390286,-48.9474463845212
13,2.44,8,64.9162025919045,69.0108426481352,68.815839121451,64.880855401342,-50.9876844690226,-32.4399282287503,-30.56327880687,-48.9471432038568
13,2.44,16,64.9189000151395,69.014318060439,68.8192529572438,64.8835558063016,-50.9874410576995,-32.4388168074994,-30.5622734624853,-48.9469296750039
13,2.44,24,64.9216039156631,69.0178014982535,68.8226746384629,64.8862627164472,-50.9871983790726,-32.4377040954313,-30.5612668748015,-48.9467168617328
13,2.44,32,64.9254388598399,69.0227415116286,68.8275270072617,64.8901019647462,-50.9868564479699,-32.4361282994564,-30.5598412396591,-48.94641713621
13,2.44,40,64.9347505378621,69.0347337438464,68.839306160789,64.8994242670424,-50.9860372216207,-32.4323136166121,-30.5563894316274,-48.945699646414
13,2.44,48,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
13,2.44,56,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
13,2.44,64,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
13,2.44,72,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
13,2.44,80,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
13,2.44,88,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
13,2.44,96,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
13,2.44,104,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
13,2.44,112,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
13,2.44,120,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
13,2.44,128,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
13,2.44,136,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
14,2.44,0,64.9123989222213,69.00594138456,68.8110246329451,64.8770475622345,-50.9880299379059,-32.4414977923169,-30.5646984390286,-48.9474463845212
14,2.44,8,64.9162025919045,69.0108426481352,68.815839121451,64.880855401342,-50.9876844690226,-32.4399282287503,-30.56327880687,-48.9471432038568
14,2.44,16,64.9189000151395,69.014318060439,68.8192529572438,64.8835558063016,-50.9874410576995,-32.4388168074994,-30.5622734624853,-48.9469296750039
14,2.44,24,64.9216039156631,69.0178014982535,68.8226746384629,64.8862627164472,-50.9871983790726,-32.4377040954313,-30.5612668748015,-48.9467168617328
14,2.44,32,64.9254388598399,69.0227415116286,68.8275270072617,64.8901019647462,-50.9868564479699,-32.4361282994564,-30.5598412396591,-48.94641713621
14,2.44,40,64.9347505378621,69.0347337438464,68.839306160789,64.8994242670424,-50.9860372216207,-32.4323136166121,-30.5563894316274,-48.945699646414
14,2.44,48,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
14,2.44,56,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
14,2.44,64,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
14,2.44,72,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
14,2.44,80,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
14,2.44,88,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
14,2.44,96,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
14,2.44,104,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
14,2.44,112,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
14,2.44,120,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
14,2.44,128,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
14,2.44,136,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
15,2.44,0,64.9123989222213,69.00594138456,68.8110246329451,64.8770475622345,-50.9880299379059,-32.4414977923169,-30.5646984390286,-48.9474463845212
15,2.44,8,64.9162025919045,69.0108426481352,68.815839121451,64.880855401342,-50.9876844690226,-32.4399282287503,-30.56327880687,-48.9471432038568
15,2.44,16,64.9189000151395,69.014318060439,68.8192529572438,64.8835558063016,-50.9874410576995,-32.4388168074994,-30.5622734624853,-48.9469296750039
15,2.44,24,64.9216039156631,69.0178014982535,68.8226746384629,64.8862627164472,-50.9871983790726,-32.4377040954313,-30.5612668748015,-48.9467168617328
15,2.44,32,64.9254388598399,69.0227415116286,68.8275270072617,64.8901019647462,-50.9868564479699,-32.4361282994564,-30.5598412396591,-48.94641713621
15,2.44,40,64.9347505378621,69.0347337438464,68.839306160789,64.8994242670424,-50.9860372216207,-32.4323136166121,-30.5563894316274,-48.945699646414
15,2.44,48,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
15,2.44,56,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
15,2.44,64,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
15,2.44,72,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
15,2.44,80,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
15,2.44,88,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
15,2.44,96,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
15,2.44,104,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
15,2.44,112,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
15,2.44,120,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
15,2.44,128,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
15,2.44,136,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
16,2.44,0,64.9123989222213,69.00594138456,68.8110246329451,64.8770475622345,-50.9880299379059,-32.4414977923169,-30.5646984390286,-48.9474463845212
16,2.44,8,64.9162025919045,69.0108426481352,68.815839121451,64.880855401342,-50.9876844690226,-32.4399282287503,-30.56327880687,-48.9471432038568
16,2.44,16,64.9189000151395,69.014318060439,68.8192529572438,64.8835558063016,-50.9874410576995,-32.4388168074994,-30.5622734624853,-48.9469296750039
16,2.44,24,64.9216039156631,69.0178014982535,68.8226746384629,64.8862627164472,-50.9871983790726,-32.4377040954313,-30.5612668748015,-48.9467168617328
16,2.44,32,64.9254388598399,69.0227415116286,68.8275270072617,64.8901019647462,-50.9868564479699,-32.4361282994564,-30.5598412396591,-48.94641713621
16,2.44,40,64.9347505378621,69.0347337438464,68.839306160789,64.8994242670424,-50.9860372216207,-32.4323136166121,-30.5563894316274,-48.945699646414
16,2.44,48,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
16,2.44,56,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
16,2.44,64,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
16,2.44,72,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
16,2.44,80,63.4959888797546,67.2213231645012,67.0608001725803,63.456719782071,-50.9824347412266,-32.8901392602787,-30.9796548026851,-48.9359282004243
